id,code,name
hr_ocupacion_4313001,4313001,Empleado encargados de las nóminas
hr_ocupacion_9112003,9112003,Encargado  de limpieza
hr_ocupacion_6111008,6111008,Encargado agrícola de cultivos extensivos
hr_ocupacion_6113001,6113001,"Encargado agrícola de huertas, invernaderos, viveros o jardines"
hr_ocupacion_6112011,6112011,Encargado agrícola de plantaciones de árboles y arbustos
hr_ocupacion_4321005,4321005,Encargado de bodega
hr_ocupacion_3323001,3323001,Encargado de compras
hr_ocupacion_3323003,3323003,Encargado de compras de restaurante
hr_ocupacion_3324001,3324001,Encargado de costos de restaurante
hr_ocupacion_8341003,8341003,Encargado de Operador de maquinaria agrícolas y forestal
hr_ocupacion_2421002,2421002,Encargado de proyecto de desarrollo
hr_ocupacion_3323004,3323004,Encargado de suministros
hr_ocupacion_2263002,2263002,Encargado del control de calidad en alimentación
hr_ocupacion_6210001,6210001,Encargado forestal
hr_ocupacion_6121001,6121001,Encargado o capataz de ganadería en general
hr_ocupacion_7114002,7114002,Encofrador
hr_ocupacion_7323001,7323001,Encuadernador
hr_ocupacion_4227001,4227001,Encuestador
hr_ocupacion_7213001,7213001,Enderezador de carrocerías
hr_ocupacion_7213003,7213003,Enderezador y pintor de automóviles
hr_ocupacion_3221002,3221002,Enfermero de nivel medio
hr_ocupacion_8112002,8112002,Enresinador de sierras cortadoras de mármol
hr_ocupacion_7536002,7536002,Ensamblador de calzado
hr_ocupacion_7214001,7214001,Ensamblador de estructuras
hr_ocupacion_8211001,8211001,Ensamblador de instrumentos de precisión
hr_ocupacion_8211002,8211002,Ensamblador de motores de combustión
hr_ocupacion_8219001,8219001,Ensamblador de muebles de madera
hr_ocupacion_8212001,8212001,Ensamblador de tubos electrónicos
hr_ocupacion_8211003,8211003,Ensamblador de vehículos
hr_ocupacion_7536003,7536003,Ensuelador de calzado
hr_ocupacion_3422001,3422001,Entrenador deportivo
hr_ocupacion_7317004,7317004,Escobero y cepillero
hr_ocupacion_4414001,4414001,Escribiente públicos y afines.
hr_ocupacion_2641001,2641001,Escritor
hr_ocupacion_2651001,2651001,Escultor
hr_ocupacion_2529001,2529001,Especialista en bases de datos y en redes de computadores no clasificados en otros epígrafes
hr_ocupacion_2423001,2423001,Especialista en políticas de servicio personal
hr_ocupacion_6121016,6121016,Esquilador
hr_ocupacion_2120003,2120003,Estadístico
hr_ocupacion_7322002,7322002,Estampador a la plancha
hr_ocupacion_7322003,7322003,Estampador en textiles
hr_ocupacion_7321002,7321002,Estereotipista
hr_ocupacion_3315001,3315001,Evaluador
hr_ocupacion_2262001,2262001,Farmacéutico y Farmacólogo
hr_ocupacion_2643001,2643001,Filólogo
hr_ocupacion_2633001,2633001,Filósofo
hr_ocupacion_2619001,2619001,Fiscal del Ministerio Publico
hr_ocupacion_2111001,2111001,Físico
hr_ocupacion_2264001,2264001,Fisioterapeuta
hr_ocupacion_7319004,7319004,Florista (elaboración de decoración floral)
hr_ocupacion_7126002,7126002,Fontanero
hr_ocupacion_7221002,7221002,Forjador de hierro
hr_ocupacion_7321005,7321005,Fotograbador
hr_ocupacion_3431001,3431001,Fotógrafo
hr_ocupacion_7544002,7544002,Fumigador y otro Controlador de plagas y malas hierbas
hr_ocupacion_3354001,3354001,Funcionario de expedición de licencias y permisos
hr_ocupacion_3353002,3353002,Funcionario de pensiones
hr_ocupacion_3354002,3354002,Funcionario de permisos de construcción
hr_ocupacion_3353001,3353001,Funcionario de prestaciones de seguridad social
hr_ocupacion_3352001,3352001,Funcionario del fisco
hr_ocupacion_3359004,3359004,Funcionario y Técnico de registros electorales
hr_ocupacion_8122001,8122001,Galvanizador u Operador de máquina
hr_ocupacion_7321006,7321006,Galvanotipista
hr_ocupacion_2114002,2114002,Geofísico
hr_ocupacion_2114001,2114001,Geólogo
hr_ocupacion_1324001,1324001,Gerente de agencia de viajes
hr_ocupacion_1431001,1431001,Gerente de centro deportivo de esparcimiento y cultural
hr_ocupacion_1420001,1420001,Gerente de comercio mayorista y minorista
hr_ocupacion_1212001,1212001,Gerente de departamento de personal
hr_ocupacion_1311006,1311006,Gerente de empresa de agricultura
hr_ocupacion_1323002,1323002,Gerente de empresa de construcción
hr_ocupacion_1219005,1219005,Gerente de empresa de limpieza
hr_ocupacion_1323004,1323004,Gerente de empresa de obras públicas
hr_ocupacion_1311007,1311007,Gerente de empresa de silvicultura
hr_ocupacion_1411001,1411001,Gerente de hotel
hr_ocupacion_1321012,1321012,Gerente de industria de serigrafía.
hr_ocupacion_1321011,1321011,Gerente de maquila
hr_ocupacion_1321002,1321002,Gerente de planta de industria textil
hr_ocupacion_1321001,1321001,Gerente de producción de confección
hr_ocupacion_1412001,1412001,Gerente de restaurantes
hr_ocupacion_1439001,1439001,Gerente de servicios no clasificados bajo otros epígrafes
hr_ocupacion_1346001,1346001,Gerente de sucursales de bancos de servicios financieros y seguros
hr_ocupacion_1321006,1321006,Gerente de taller de soldadura
hr_ocupacion_1321004,1321004,Gerente de taller metalmecánico
hr_ocupacion_1324002,1324002,Gerente financieros de agencia de viajes
hr_ocupacion_1120002,1120002,Gerente general
hr_ocupacion_3331001,3331001,Gestor de aduanas
hr_ocupacion_7321003,7321003,Grabador de imprentas
hr_ocupacion_7316001,7316001,Grabador de vidrio
hr_ocupacion_5112003,5112003,Guarda de transporte
hr_ocupacion_5412004,5412004,Guardabosque
hr_ocupacion_5414001,5414001,Guardaespalda
hr_ocupacion_8312001,8312001,"Guardafrenos, guardagujas y agente de maniobras"
hr_ocupacion_5413001,5413001,Guardia penitenciario
hr_ocupacion_5414005,5414005,Guardian de edificio
hr_ocupacion_5113006,5113006,Guía comunitario de turistas
hr_ocupacion_5113003,5113003,Guía de museos
hr_ocupacion_5113001,5113001,Guía de turismo
hr_ocupacion_5113004,5113004,Guía regional de turismo Ruta Maya
hr_ocupacion_2636017,2636017,Guías espirituales no clasificados bajo otros epígrafes
hr_ocupacion_2641002,2641002,Guionista
hr_ocupacion_7221001,7221001,Herrero
hr_ocupacion_3251002,3251002,Higienista dental
hr_ocupacion_2633002,2633002,Historiador
hr_ocupacion_3230006,3230006,Homeópata
hr_ocupacion_4229001,4229001,Hosster (anfitriona de bienvenida)
hr_ocupacion_2636013,2636013,Imán
hr_ocupacion_7322001,7322001,Impresor de serigrafía
hr_ocupacion_5242001,5242001,Impulsador de productos
hr_ocupacion_5163002,5163002,Incinerador de cadáveres
hr_ocupacion_2142001,2142001,Ingeniero civil
hr_ocupacion_2142002,2142002,Ingeniero civil  especializado en carreteras
hr_ocupacion_2142005,2142005,Ingeniero civil especializado en construcción de edificios
hr_ocupacion_2142003,2142003,Ingeniero civil especializado en estructuras
hr_ocupacion_2142004,2142004,Ingeniero civil especializado en urbanización
hr_ocupacion_2146002,2146002,Ingeniero de metalurgia
hr_ocupacion_2146001,2146001,Ingeniero de mina
hr_ocupacion_2151001,2151001,Ingeniero electricista
hr_ocupacion_2144002,2144002,Ingeniero electromecánico
hr_ocupacion_2152001,2152001,Ingeniero electrónico
hr_ocupacion_2153001,2153001,Ingeniero en telecomunicaciones
hr_ocupacion_2141001,2141001,Ingeniero industrial  y de producción
hr_ocupacion_2144001,2144001,Ingeniero mecánico
hr_ocupacion_2143001,2143001,Ingeniero medio ambientales.
hr_ocupacion_2149001,2149001,Ingeniero no clasificados bajo otros epígrafes
hr_ocupacion_2145001,2145001,Ingeniero químico
hr_ocupacion_2142006,2142006,Ingeniero sanitarios especialista en aguas residuales
hr_ocupacion_3359001,3359001,Inspector de control de precios
hr_ocupacion_2263001,2263001,Inspector de higiene y seguridad laboral
hr_ocupacion_3351003,3351003,Inspector de migración
hr_ocupacion_3351002,3351002,Inspector de pasaportes
hr_ocupacion_3359002,3359002,Inspector de pesas y medidas
hr_ocupacion_3355001,3355001,Inspector de policía
hr_ocupacion_3359003,3359003,Inspector de trabajo y salarios
hr_ocupacion_7111005,7111005,Instalador de acabados prefabricados no tradicionales
hr_ocupacion_8189001,8189001,Instalador de bombas de agua estacionarias e hidroneumáticas
hr_ocupacion_7422003,7422003,Instalador de cable de TV.
hr_ocupacion_7411004,7411004,Instalador de cableado
hr_ocupacion_7422002,7422002,Instalador de fibra óptica
hr_ocupacion_7413001,7413001,Instalador de líneas eléctricas
hr_ocupacion_7422001,7422001,Instalador de líneas Telefónicas
hr_ocupacion_7111006,7111006,Instalador de mármol
hr_ocupacion_7124001,7124001,Instalador de material aislante y de insonorización
hr_ocupacion_7122002,7122002,Instalador de parqué
hr_ocupacion_7111010,7111010,Instalador de postes de tendido eléctrico
hr_ocupacion_7115001,7115001,Instalador de prefabricados
hr_ocupacion_7111009,7111009,Instalador y masillador de tabla yeso
hr_ocupacion_3423002,3423002,Instructor  de actividades recreativas
hr_ocupacion_5165001,5165001,Instructor de autoescuela
hr_ocupacion_3423001,3423001,Instructor de educación física
hr_ocupacion_2352001,2352001,Instructor de vuelos
hr_ocupacion_3422002,3422002,Instructor deportivo
hr_ocupacion_3256004,3256004,Instrumentalista Médico
hr_ocupacion_2643010,2643010,Interprete de dialectos mayas
hr_ocupacion_2643014,2643014,Interprete de idioma alemán
hr_ocupacion_2643013,2643013,Interprete de idioma francés
hr_ocupacion_2643012,2643012,Interprete de idioma ingles
hr_ocupacion_2643015,2643015,Interprete de idioma italiano
hr_ocupacion_2643011,2643011,Interprete de idiomas extranjeros
hr_ocupacion_2643016,2643016,Interprete de otros idiomas
hr_ocupacion_2421004,2421004,Investigador sociales y económicos
hr_ocupacion_6113005,6113005,Jardinero
hr_ocupacion_3333003,3333003,Jefe de capacitación del recurso humano
hr_ocupacion_3434003,3434003,Jefe de cocina ( Chef )
hr_ocupacion_3323002,3323002,Jefe de compras
hr_ocupacion_6122005,6122005,Jefe de granja avícola
hr_ocupacion_3151001,3151001,Jefe de máquina navales
hr_ocupacion_2431003,2431003,Jefe de promociones
hr_ocupacion_3333004,3333004,Jefe de reclutamiento y selección del recurso humano
hr_ocupacion_1321007,1321007,Jefe de taller de soldadura
hr_ocupacion_1321005,1321005,Jefe de taller metalmecánico
hr_ocupacion_2433001,2433001,Jefe de zona (ventas)
hr_ocupacion_9211001,9211001,Jornalero
hr_ocupacion_7313002,7313002,Joyero y orfebre
hr_ocupacion_2612002,2612002,Juez  del ramo laboral
hr_ocupacion_2612004,2612004,Juez  del ramo penal
hr_ocupacion_2612001,2612001,Juez de paz
hr_ocupacion_2612003,2612003,Juez del ramo administrativo
hr_ocupacion_2612005,2612005,Juez del ramo civil
hr_ocupacion_3421003,3421003,Jugador de fútbol profesional
hr_ocupacion_3112005,3112005,Laboratorista de suelos
hr_ocupacion_6121012,6121012,Laboratorista especializado en la cría de cerdos
hr_ocupacion_7315003,7315003,Laminador
hr_ocupacion_8350004,8350004,Lanchero o conductor de lancha a motor
hr_ocupacion_9122001,9122001,Lavador de vehículos a mano
hr_ocupacion_9121003,9121003,Lavandero a mano
hr_ocupacion_9121002,9121002,Lavaplato
hr_ocupacion_9623003,9623003,Lector de contadores de consumo
hr_ocupacion_4131001,4131001,Levantador de texto
hr_ocupacion_9312006,9312006,Liguero (pavimentación de carreteras)
hr_ocupacion_9510001,9510001,Limpiabotas
hr_ocupacion_9112006,9112006,Limpiador de cristales en andamios
hr_ocupacion_9123001,9123001,Limpiador de cristales o ventanas
hr_ocupacion_7133001,7133001,Limpiador de fachadas  deshollinador
hr_ocupacion_3521001,3521001,Locutor
hr_ocupacion_2656001,2656001,Locutor de radio
hr_ocupacion_2342001,2342001,Maestro de educación preprimaria
hr_ocupacion_2341001,2341001,Maestro de educación primaria
hr_ocupacion_3123001,3123001,Maestro de obra
hr_ocupacion_2351001,2351001,Maestro en educación ambiental
hr_ocupacion_2636015,2636015,Maestro mormón
hr_ocupacion_2659001,2659001,Mago e ilusionista
hr_ocupacion_5131002,5131002,Maître
hr_ocupacion_9621005,9621005,Mandadero
hr_ocupacion_8311001,8311001,Maquinista de tren
hr_ocupacion_2652006,2652006,Marimbista
hr_ocupacion_8350001,8350001,Marinero de cubierta
hr_ocupacion_8350002,8350002,Marinero de sala de máquina
hr_ocupacion_3152003,3152003,Marino mercante
hr_ocupacion_7113002,7113002,Marmolista
hr_ocupacion_3230003,3230003,Masajista
hr_ocupacion_7511004,7511004,Matador o sacrificador
hr_ocupacion_2120001,2120001,Matemático
hr_ocupacion_7231006,7231006,Mecánico automotriz diesel
hr_ocupacion_7231005,7231005,Mecánico automotriz gasolina
hr_ocupacion_7231009,7231009,Mecánico con especialidad en motores de inyección
hr_ocupacion_7232003,7232003,Mecánico de aviones
hr_ocupacion_7231002,7231002,Mecánico de frenos
hr_ocupacion_7233006,7233006,Mecánico de mantenimiento de maquinaria industrial
hr_ocupacion_7412006,7412006,Mecánico de máquina de coser industrial
hr_ocupacion_7233007,7233007,Mecánico de máquina y herramientas
hr_ocupacion_7233005,7233005,Mecánico de maquinaria agrícola
hr_ocupacion_7233001,7233001,Mecánico de maquinaria de construcción
hr_ocupacion_7233004,7233004,Mecánico de maquinaria industrial
hr_ocupacion_7231007,7231007,Mecánico de motocicletas
hr_ocupacion_7412005,7412005,Mecánico de refrigeración y aire acondicionado
hr_ocupacion_7231003,7231003,Mecánico de vehículos pesados (camiones y autobuses)
hr_ocupacion_7231004,7231004,Mecánico en alineación
hr_ocupacion_7233002,7233002,Mecánico fresadores
hr_ocupacion_7233003,7233003,Mecánico torneros
hr_ocupacion_7311001,7311001,Mecánico y reparador de instrumentos de precisión
hr_ocupacion_7233008,7233008,Mecánico y reparador de máquina agrícola e industrial
hr_ocupacion_7127001,7127001,mecánico-montador de instalaciones de refrigeración y climatización
hr_ocupacion_2351006,2351006,Mediador pedagógico
hr_ocupacion_2212039,2212039,Médico especialista en  epidemiología
hr_ocupacion_2212040,2212040,Médico especialista en  vascular
hr_ocupacion_2212041,2212041,Médico especialista en administración hospitalaria
hr_ocupacion_2212042,2212042,Médico especialista en alergia e inmunología
hr_ocupacion_2212044,2212044,Médico especialista en anestesiología
hr_ocupacion_2212003,2212003,Médico especialista en cardiología
hr_ocupacion_2212023,2212023,Médico especialista en cardiología pediátrica
hr_ocupacion_2212002,2212002,Médico especialista en cirugía general
hr_ocupacion_2212036,2212036,Médico especialista en cirugía neumológica
hr_ocupacion_2212032,2212032,Médico especialista en cirugía oncológica
hr_ocupacion_2212022,2212022,Médico especialista en cirugía pediátrica
hr_ocupacion_2212004,2212004,"Médico especialista en cirugía plástica, estética y reconstrucción"
hr_ocupacion_2212033,2212033,Médico especialista en cirugía torácica
hr_ocupacion_2212035,2212035,Médico especialista en coloproctología
hr_ocupacion_2212021,2212021,Médico especialista en cuidados intensivos y pediátricos
hr_ocupacion_2212005,2212005,Médico especialista en dermatología
hr_ocupacion_2212006,2212006,"Médico especialista en endocrinología, metabolismo y nutrición"
hr_ocupacion_2212007,2212007,Médico especialista en gastroenterología
hr_ocupacion_2212008,2212008,Médico especialista en ginecología y obstetricia
hr_ocupacion_2212009,2212009,Médico especialista en hematología
hr_ocupacion_2212043,2212043,Médico especialista en insectología
hr_ocupacion_2212010,2212010,Médico especialista en medicina física y rehabilitación
hr_ocupacion_2212011,2212011,Médico especialista en medicina forense
hr_ocupacion_2212001,2212001,Médico especialista en medicina interna
hr_ocupacion_2212034,2212034,Médico especialista en medicina nuclear
hr_ocupacion_2212012,2212012,Médico especialista en nefrología
hr_ocupacion_2212025,2212025,Médico especialista en nefrología pediátrica
hr_ocupacion_2212013,2212013,Médico especialista en neumología y tisiología
hr_ocupacion_2212014,2212014,Médico especialista en neurocirugía
hr_ocupacion_2212037,2212037,Médico especialista en neurofisiología clínica
hr_ocupacion_2212017,2212017,Médico especialista en neurología
hr_ocupacion_2212024,2212024,Médico especialista en neurología pediátrica
hr_ocupacion_2212015,2212015,Médico especialista en oftalmología
hr_ocupacion_2212031,2212031,Médico especialista en oncología clínica y radioterapia
hr_ocupacion_2212016,2212016,Médico especialista en ortopedia y traumatología
hr_ocupacion_2212018,2212018,Médico especialista en otorrinolaringología y broncoesofagología
hr_ocupacion_2212019,2212019,Médico especialista en patología anatómica y física
hr_ocupacion_2212020,2212020,Médico especialista en pediatría
hr_ocupacion_2212026,2212026,Médico especialista en perinatología y neonatología
hr_ocupacion_2212027,2212027,Médico especialista en psiquiatría
hr_ocupacion_2212028,2212028,Médico especialista en radiología
hr_ocupacion_2212029,2212029,Médico especialista en reumatología
hr_ocupacion_2212038,2212038,Médico especialista en ultrasonografía gineco-obtetrica
hr_ocupacion_2212030,2212030,Médico especialista en urología
hr_ocupacion_2211001,2211001,Médico general
hr_ocupacion_2250001,2250001,Médico veterinario
hr_ocupacion_9621003,9621003,Mensajero a pié
hr_ocupacion_9621004,9621004,Mensajero de correos
hr_ocupacion_9621001,9621001,Mensajero en moto
hr_ocupacion_4214003,4214003,Mensajero y cobrador en moto
hr_ocupacion_2431001,2431001,Mercadólogo
hr_ocupacion_5131003,5131003,Mesero de bar y restaurante
hr_ocupacion_2112001,2112001,Meteorólogo
hr_ocupacion_1111002,1111002,Miembro de cuerpo legislativo
hr_ocupacion_1111001,1111001,Miembro del poder ejecutivo
hr_ocupacion_2655005,2655005,Mimo
hr_ocupacion_8111001,8111001,Minero y Operador de instalaciones mineras
hr_ocupacion_2636009,2636009,Ministro
hr_ocupacion_2636007,2636007,Misionero
hr_ocupacion_5241002,5241002,Modelo de arte
hr_ocupacion_5241003,5241003,Modelo de fotografía
hr_ocupacion_5241001,5241001,Modelo de modas
hr_ocupacion_7531003,7531003,Modista
hr_ocupacion_7211002,7211002,Moldeador de acrílicos
hr_ocupacion_7211001,7211001,Moldeador de fibra de vidrio
hr_ocupacion_7211003,7211003,Moldeador de metal
hr_ocupacion_7315002,7315002,Moldeador de vidrio
hr_ocupacion_8160028,8160028,Molinero de cereales y especias
hr_ocupacion_2621002,2621002,Museólogo
hr_ocupacion_2652007,2652007,Musicalizador
hr_ocupacion_2652001,2652001,Músico
hr_ocupacion_2652004,2652004,Músico especializado en instrumento de cuerda
hr_ocupacion_2652002,2652002,Músico especializado en instrumento de percusión
hr_ocupacion_2652003,2652003,Músico especializado en instrumento de viento
hr_ocupacion_3230005,3230005,Naturista
hr_ocupacion_5311001,5311001,Niñera
hr_ocupacion_9312007,9312007,Nivelador de pavimento
hr_ocupacion_2611002,2611002,Notario
hr_ocupacion_5161004,5161004,Numeromántico
hr_ocupacion_2636003,2636003,Obispo
hr_ocupacion_3152002,3152002,Oficial de Cubierta
hr_ocupacion_3151002,3151002,Oficial de máquina navales
hr_ocupacion_3359005,3359005,Oficial de registros civil
hr_ocupacion_3411002,3411002,Oficial de sala de tribunales
hr_ocupacion_7119001,7119001,Oficial y Operario de la construcción (obra gruesa) y afines no clasificados bajo otros epígrafes
hr_ocupacion_7549001,7549001,"Oficial, operario y artesano de artes mecánicas y de otros oficios no clasificados bajo otros epígrafes"
hr_ocupacion_4110001,4110001,Oficinista
hr_ocupacion_7223005,7223005,Operador  de taladradora de metales
hr_ocupacion_8160019,8160019,Operador aséptico de conservas de alimentos
hr_ocupacion_8182006,8182006,Operador de  calderas
hr_ocupacion_3132001,3132001,Operador de  instalaciones de tratamiento de agua y afines
hr_ocupacion_3211002,3211002,Operador de aparatos de electrocardiologia
hr_ocupacion_3211003,3211003,Operador de aparatos de electroencefalografía
hr_ocupacion_3211001,3211001,Operador de aparatos radiológicos
hr_ocupacion_8344001,8344001,Operador de autoelevadoras
hr_ocupacion_8343004,8343004,Operador de bomba concretera
hr_ocupacion_3511003,3511003,Operador de cabina de proyección cinematográfica
hr_ocupacion_3132002,3132002,Operador de cadenas de montaje automatizadas
hr_ocupacion_8182001,8182001,Operador de calderas para secado de madera
hr_ocupacion_8332005,8332005,Operador de cargador frontal
hr_ocupacion_8160006,8160006,Operador de centrifugadoras de azúcar
hr_ocupacion_7223007,7223007,Operador de cepilladora de metales
hr_ocupacion_8112004,8112004,Operador de cortadoras de mármol
hr_ocupacion_8160004,8160004,Operador de cristalizadores de azúcar (refinación)
hr_ocupacion_3131001,3131001,Operador de cuadro de control de generadores
hr_ocupacion_3131002,3131002,Operador de cuadro de distribución de central eléctrica
hr_ocupacion_3134002,3134002,Operador de destilería e instalaciones de refinación de petróleo y gas natural
hr_ocupacion_8160003,8160003,Operador de difusoras de azúcar de remolacha
hr_ocupacion_8342009,8342009,Operador de dosificadora
hr_ocupacion_8342010,8342010,Operador de draga
hr_ocupacion_8160001,8160001,Operador de envasadoras de azúcar
hr_ocupacion_3431002,3431002,Operador de equipo de grabación y video
hr_ocupacion_3431003,3431003,Operador de equipo de sonido
hr_ocupacion_8111002,8111002,Operador de equipos de detección de vetas
hr_ocupacion_9112002,9112002,Operador de equipos de limpieza de alfombras y moquetes
hr_ocupacion_8112003,8112003,Operador de equipos para taladrar y/o labrar piedra
hr_ocupacion_9312008,9312008,Operador de escobas (pavimentado)
hr_ocupacion_7223008,7223008,Operador de esmeriladora de metales
hr_ocupacion_8160002,8160002,Operador de evaporadores de azúcar
hr_ocupacion_8342003,8342003,Operador de excavadora
hr_ocupacion_8112001,8112001,Operador de excavadoras de cantera de mármol
hr_ocupacion_7223011,7223011,Operador de extrusora de metales
hr_ocupacion_7223006,7223006,Operador de fresadora de metales
hr_ocupacion_8160038,8160038,Operador de frigoríficos para la conservación de productos lácteos
hr_ocupacion_8343002,8343002,Operador de grúa móvil
hr_ocupacion_8344002,8344002,Operador de grúa torre
hr_ocupacion_8182008,8182008,Operador de hornos de baldosas
hr_ocupacion_8182011,8182011,"Operador de hornos de cerámica, loza y porcelana"
hr_ocupacion_8182009,8182009,"Operador de hornos de fabricación, fundición o recocido de vidrio"
hr_ocupacion_8182010,8182010,Operador de hornos de ladrillo y tejas
hr_ocupacion_3132003,3132003,Operador de incineradores u hornos de cremación
hr_ocupacion_8160029,8160029,Operador de instalaciones de elaboración de vino
hr_ocupacion_3131003,3131003,Operador de instalaciones de la central hidroeléctrica o termoeléctrica
hr_ocupacion_8121002,8121002,Operador de instalaciones de procesamiento de metales
hr_ocupacion_8171001,8171001,Operador de instalaciones para la preparación de pasta para papel y papel
hr_ocupacion_8131011,8131011,"Operador de instalaciones quebrantadoras, trituradoras y mezcladoras de sustancias químicas"
hr_ocupacion_8172001,8172001,Operador de lijadora de madera
hr_ocupacion_7223009,7223009,Operador de mandriladora de metales
hr_ocupacion_8143001,8143001,Operador de máquina  encuadernadora
hr_ocupacion_8111004,8111004,Operador de máquina aglomeradoras de piedra pulverizada
hr_ocupacion_8342006,8342006,Operador de máquina aplanadora
hr_ocupacion_8154001,8154001,Operador de máquina blanqueadora de productos textiles o blanqueador de textiles
hr_ocupacion_8122002,8122002,Operador de máquina bobinadora
hr_ocupacion_8151001,8151001,Operador de máquina bobinadora de hilo
hr_ocupacion_8122003,8122003,Operador de máquina bruñidora de metales
hr_ocupacion_8131001,8131001,Operador de máquina capsuladora
hr_ocupacion_8172010,8172010,Operador de máquina cepilladora y/o canteadora
hr_ocupacion_8160014,8160014,Operador de máquina congeladoras de carne o pescado
hr_ocupacion_8160021,8160021,"Operador de máquina conservadoras de fruta, legumbres o verduras"
hr_ocupacion_8155001,8155001,Operador de máquina cortadora de cueros
hr_ocupacion_8172009,8172009,Operador de máquina cortadora de madera
hr_ocupacion_8172002,8172002,Operador de máquina de acabado de madera
hr_ocupacion_8152001,8152001,Operador de máquina de bordar
hr_ocupacion_8159005,8159005,Operador de máquina de coser
hr_ocupacion_8159009,8159009,Operador de máquina de coser cuero
hr_ocupacion_8153003,8153003,Operador de máquina de coser pieles
hr_ocupacion_8153004,8153004,Operador de máquina de coser prendas de vestir y otros artículos textiles
hr_ocupacion_8153005,8153005,Operador de máquina de coser sombreros
hr_ocupacion_8153006,8153006,Operador de máquina de coser tapicería de muebles
hr_ocupacion_8159010,8159010,Operador de máquina de curtiduría
hr_ocupacion_8122004,8122004,Operador de máquina de curvado  de metales
hr_ocupacion_8155002,8155002,Operador de máquina de descarne de cueros
hr_ocupacion_8160030,8160030,Operador de máquina de elaboración de bebidas sin alcohol
hr_ocupacion_8160041,8160041,Operador de máquina de elaboración de chocolates
hr_ocupacion_8160042,8160042,Operador de máquina de elaboración de dulces
hr_ocupacion_8160037,8160037,Operador de máquina de elaboración de leche en polvo
hr_ocupacion_8160046,8160046,Operador de máquina de elaboración de pastas alimenticias
hr_ocupacion_8160039,8160039,"Operador de máquina de elaboración de productos lácteos,"
hr_ocupacion_8160032,8160032,Operador de máquina de elaboración de vinagre
hr_ocupacion_8159001,8159001,Operador de máquina de estirado de pieles
hr_ocupacion_8160031,8160031,Operador de máquina de extracción o refinación de aceites comestibles
hr_ocupacion_8151002,8151002,Operador de máquina de fabricación de alfombras
hr_ocupacion_8143002,8143002,Operador de máquina de fabricación de artículos de cartón
hr_ocupacion_8143003,8143003,Operador de máquina de fabricación de artículos de papel
hr_ocupacion_8181004,8181004,Operador de máquina de fabricación de botellas u otros artículos de vidrio
hr_ocupacion_8151003,8151003,Operador de máquina de fabricación de colchones
hr_ocupacion_8131002,8131002,Operador de máquina de fabricación de cosméticos
hr_ocupacion_8131003,8131003,Operador de máquina de fabricación de detergentes
hr_ocupacion_8131004,8131004,Operador de máquina de fabricación de fósforos
hr_ocupacion_8181005,8181005,Operador de máquina de fabricación de loza y porcelana
hr_ocupacion_8152002,8152002,Operador de máquina de fabricación de mallas o redes
hr_ocupacion_8172003,8172003,Operador de máquina de fabricación de muebles
hr_ocupacion_8121003,8121003,Operador de máquina de fabricación de municiones
hr_ocupacion_8141001,8141001,Operador de máquina de fabricación de neumáticos
hr_ocupacion_8172004,8172004,Operador de máquina de fabricación de objetos de madera
hr_ocupacion_8155003,8155003,Operador de máquina de fabricación de patrones textiles o de cuero
hr_ocupacion_8160015,8160015,Operador de máquina de fabricación de productos de carne o pescado
hr_ocupacion_8141002,8141002,Operador de máquina de fabricación de productos de caucho
hr_ocupacion_8131005,8131005,Operador de máquina de fabricación de productos de pirotecnia
hr_ocupacion_8131006,8131006,Operador de máquina de fabricación de productos farmacéuticos
hr_ocupacion_8181006,8181006,Operador de máquina de fabricación o tratamiento de cerámica
hr_ocupacion_8160033,8160033,Operador de máquina de fermentación o cocción de malta
hr_ocupacion_8160034,8160034,Operador de máquina de germinación o secado de malta
hr_ocupacion_7523001,7523001,Operador de máquina de grabado de madera
hr_ocupacion_8151012,8151012,Operador de máquina de hilado de fibras sintéticas
hr_ocupacion_8151004,8151004,Operador de máquina de hilado de hilo
hr_ocupacion_7321001,7321001,Operador de máquina de imprenta (fototipia y offset)
hr_ocupacion_7322004,7322004,Operador de máquina de impresión sobre textiles
hr_ocupacion_8172005,8172005,Operador de máquina de labrado de madera
hr_ocupacion_8131007,8131007,Operador de máquina de limpieza en seco
hr_ocupacion_8181007,8181007,Operador de máquina de mezcladora  de  materiales  para producir  vidrio
hr_ocupacion_9312009,9312009,Operador de máquina de pintura de carretera
hr_ocupacion_8172006,8172006,Operador de máquina de pintura sobre madera
hr_ocupacion_8122005,8122005,Operador de máquina de pintura sobre metales
hr_ocupacion_8159006,8159006,Operador de máquina de planchado
hr_ocupacion_8181009,8181009,Operador de máquina de preparación de esmaltes
hr_ocupacion_8160048,8160048,Operador de máquina de procesamiento de granos
hr_ocupacion_8172012,8172012,Operador de máquina de procesamiento de madera
hr_ocupacion_8160011,8160011,Operador de máquina de producción de azúcar
hr_ocupacion_8181008,8181008,Operador de máquina de producción de fibra de vidrio
hr_ocupacion_8131008,8131008,Operador de máquina de producción de gas
hr_ocupacion_8160025,8160025,Operador de máquina de producción de jugos de frutas o vegetales
hr_ocupacion_8160035,8160035,Operador de máquina de producción de licores
hr_ocupacion_8160047,8160047,Operador de máquina de productos de tabaco o tabacalero
hr_ocupacion_8160045,8160045,Operador de máquina de repostería
